id	isv	addition	partOfSpeech
10764	podružiti sę		v.refl. pf.
6288	podsekretaŕ		m.anim.
10769	podslušati		v.tr. pf.
10767	podslušivańje		n.
10768	podslušivatelj		m.anim.
22778	podslušivati		v.tr. ipf.
5389	podsměhati sę		v.refl. ipf.
5390	podsměhnųti sę		v.refl. pf.
21752	podstava		f.
36145	podstavka na mylo		f.
10772	podstrěkańje		n.
10774	podstrěkatelj		m.anim.
5612	podstrěkati	(podstrěče)	v.tr. ipf.
4494	podstrěknųti		v.tr. pf.
21959	podstųpati k	(+3)	v.intr. ipf.
21960	podstųpiti k	(+3)	v.intr. pf.
18273	podsvědomje		n.
10779	podsvědomo		adv.
6220	podsvědomosť		f.
6221	podsvědomy		adj.
35438	podtaliŕka		f.
34623	podtekst		m.
36446	podtip		m.
10783	podtiskańje		n.
10782	podtiskati		v.tr. ipf.
20029	podtisknųti		v.tr. pf.
34627	#podton		m.
14860	podtrimati		v.tr. pf.
14861	podtrimyvańje		n.
14862	podtrimyvati		v.tr. ipf.
5267	poduška		f.
17085	podvajati		v.tr. ipf.
35496	podval		m.
6014	podvažati		v.tr. ipf.
6016	podvažiti		v.tr. pf.
22195	podvęzka		f.
18274	podvig		m.
10788	podvisiti		v.tr. pf.
3142	podvodna loď		f.
10727	podvodnica		f.
34629	podvodno těčeńje		n.
23272	podvodny		adj.
17005	podvojiti		v.tr. ipf.
35564	podvŕgańje		n.
22584	podvŕgati		v.tr. ipf.
22585	podvŕgnųti		v.tr. pf.
16310	podzemje		n.
23573	podzemna voda		f.
36655	podzemny svět		m.sg.
16308	podzemny		adj.
10741	podzirati		v.tr. ipf.
10742	podzirlivy		adj.
10740	#podzrěny		adj.
1770	podzrěti	(podzri)	v.tr. pf.
2093	podzrěvati		v.tr. ipf.
921	poema		f.
16311	poet		m.anim.
23714	poetičny		adj.
20030	poezija		f.
37304	pogan, poganin		m.anim.
37305	pogańsky		adj.
36041	pogaršati		v.tr. ipf.
34386	pogladiti		v.tr. pf.
34387	pogladiti		v.tr. pf.
18276	poglåvȯk		m.
2405	poględ		m.
3357	poględ		m.
10796	poględańje vitrin		n.
10798	poględatelj vitrin		m.anim.
10797	poględatelj		m.anim.
5819	poględati		v.intr. pf.
37511	poględnųti		v.intr. pf.
37510	poględyvati		v.intr. ipf.
31879	poglųbiti		v.tr. pf.
25654	poglųbjati		v.tr. ipf.
3868	pogoda		f.
18277	pogȯltnųti sȯlzy		v.pf.
10800	pogȯltnųti		v.tr. pf.
18278	pogon		m.
18279	pogon		m.
10801	pogorno		adv.
36042	pogoršiti		v.tr. pf.
36572	pogovoriti		v.intr. pf.
36368	pograničje		n.
36444	pograničny		adj.
5664	pogrdlivy		adj.
35565	pogreb		m.
36498	pogrebati		v.tr. ipf.
36499	pogrebti		v.tr. pf.
18282	pogrěšiti		v.intr. pf.
491	pogrěška		f.
21428	pogrųziti		v.tr. pf.
21427	pogrųžati		v.tr. ipf.
4308	pogynati		v.intr. ipf.
4309	pogynųti		v.intr. pf.
18284	pohmeľje		n.
3661	pohod		m.
18285	pohod		m.
23894	pohodka		f.
18286	pohođeńje		n.
32335	pohođeńje		n.
36318	pohota		f.
23102	pohristijaniti		v.tr. pf.
23101	pohristijanjati		v.tr. ipf.
29921	pohva		f.
10813	pohvala		f.
522	pohvaliti		v.tr. pf.
26040	pohvaľny		adj.
10814	pohvaly		f.pl.
6153	pohybka		f.
10806	pohyćańje		n.
4351	pohyćati		v.tr. ipf.
10808	pohyćenėc		m.anim.
4350	pohyćeńje		n.
10809	pohyćeny		adj.
4352	pohytitelj		m.anim.
4349	pohytiti		v.tr. pf.
37971	poisk		m.
18289	poiskati	(poišče)	v.tr. pf.
20031	poiskyvati		v.tr. ipf.
29922	pojas		m.
10817	pojaviti sę		v.refl. pf.
16312	pojavjati sę		v.refl. ipf.
10818	pojavjeńje		n.
4027	pojdti	(pojde; pošėl)	v.intr. pf.
37972	pojedinny		adj.
20034	pojedinȯk		m.
3274	pojehati	(pojede)	v.intr. pf.
18291	pojęti	(pojme)	v.tr. pf.
5005	pojęťje		n.
1917	pojezd		m.
32703	pojiti		v.tr. ipf.
17006	pojmańje		n.
18292	pojmati		v.tr. ipf.
10828	poka		conj.
31968	pokajańje		n.
31970	pokajati sę		v.refl. pf.
1916	pokarati	(pokare)	v.tr. pf.
35409	pokarati		v.tr. pf.
20035	pokarjati		v.tr. ipf.
1915	pokazati	(pokaže)	v.tr. pf.
20037	pokazny		adj.
1108	pokazyvati		v.tr. ipf.
32062	poker		m.sg.
10829	pokladati		v.tr. ipf.
32591	poklicati		v.intr. ipf.
32592	poklik		m.
36105	poklon		m.
36591	pokloniti sę		v.refl. pf.
18294	pokoj		m.sg.
35386	pokojnik		m.
35385	pokojny		adj.
23115	pokoliko		conj.
2431	pokoljeńje		n.
14847	pokoriti		v.tr. pf.
20040	pokoriti		v.tr. pf.
14846	pokorjeny		adj.
5028	pokornosť		f.
5026	pokorny		adj.
18296	pokositi		v.tr. pf.
23895	pokrčati ramenami		v.ipf.
21429	pokrčiti ramenami		v.pf.
18297	pokrėstiti		v.tr. pf.
10838	pokromě		adv.
14867	pokrȯvnik		m.anim.
6158	pokrȯvnosť		f.
6154	pokrȯvny		adj.
1769	pokryti		v.tr. pf.
18298	pokryťje		n.
523	pokryv		m.
4506	pokryva		f.
29926	pokryvalo		n.
158	pokryvati		v.tr. ipf.
32114	pokupka		f.
18299	pokus		m.
23896	pokusiti		v.tr. pf.
23897	pokusiti		v.tr. pf.
347	pokušati		v.tr. ipf.
23898	pokušati		v.tr. ipf.
20043	pokušeńje na něčije žiťje		n.
1172	pokušeńje		n.
23309	pokušeńje		n.
3218	pol-, polu-		prefix
1351	pol		m.
32331	pol		m.
21012	pola		f.
2843	polabsky		adj.
36851	polakovati		v.tr. pf.
23606	polarizacija		f.
10847	polarno sijańje		n.sg.
1514	polarny		adj.
10850	poldėnj		m.
36327	polder		m.
21014	poldnik		m.
36203	polěno		n.
37973	Polěśje		n.sg.
10851	polet		m.
2921	poletěti	(poleti)	v.intr. pf.
1352	polěv	(+2)	prep.
579	polězti		v.intr. pf.
37041	pȯlh		m.anim.
5284	polica		f.
2836	policija		f.
2206	policijnik		m.anim.
10855	policijny		adj.
10857	polirati		v.tr. ipf.
18300	politbjuro		n.
23607	politeizm		m.sg.
23772	politi	(polije)	v.tr. pf.
373	političny		adj.
853	politik		m.anim.
1950	politika		f.
37433	politolog		m.anim.
37432	politologičny		adj.
23636	politologija		f.sg.
23771	polivati		v.tr. ipf.
20605	polivka		f.
1869	Poljak		m.anim.
3671	poljana		f.
3670	poljanka		f.
3614	polje		n.
28406	poljny klen		m.
36139	poljny konik		m.
16918	poljny		adj.
2844	Poljska		f.sg.
2935	poljsky		adj.
10889	poljzovati		v.tr. ipf.
14872	pȯlk		m.
1207	pȯlkovnik		m.anim.
1082	pȯlniti		v.tr. ipf.
3799	pȯlno		adv.
5257	polnoć		f.
37974	pȯlnocěnny		adj.
10867	pȯlnolětnosť		f.
21003	pȯlnolětny		adj.
18301	pȯlnoluńje		n.
10868	pȯlnomoćje		n.
18302	pȯlnomoćnik		m.anim.
36883	pȯlny naděje		adj.
3141	pȯlny		adj.
38082	polonez		m.
38083	poloneza		f.
37975	polonizacija		f.
35127	polovičny		adj.
3232	polovina		f.
21015	polovnik		m.anim.
3501	položeńje		n.
10875	položeny		adj.
1284	položiti		v.tr. pf.
36999	polsfera		f.
4699	polučati		v.tr. ipf.
4700	polučiti		v.tr. pf.
5259	poludńje		n.
3260	poluostrov		m.
10888	poluostrovny		adj.
20044	polus		m.
35842	polusamoglåska		f.
35361	poluvojenny		adj.
18304	pȯlzati		v.intr. ipf.
36045	pȯlzavica		f.
18306	pȯlzti		v.intr. ipf.
36044	pȯlzųća råstlina		f.
18303	pȯlž		m.anim.
2205	pomagati	(+3)	v.intr. ipf.
14873	pomalo		adv.
14874	pomaly		adj.
4344	pomaranča		f.
10893	pomarančevy		adj.
32232	pomazati	(pomaže)	v.tr. pf.
36069	pomelo		n.
20611	poměstiti		v.tr. pf.
23249	poměšany		adj.
20609	poměšćati		v.tr. ipf.
36780	poměšćeńje		n.
36476	pomfritky		f.pl.
1283	pomidor		m.
23857	pomilovańje		n.
23855	pomilovati		v.tr. pf.
36944	pomiluj		intj.
1745	pomimo	(+2)	prep.
20655	pomiriti		v.tr. pf.
36037	pomirjeńje		n.sg.
570	pomněti	(pomni)	v.tr. ipf.
29940	pomnik		m.
3945	pomoć		f.
5831	pomoćnik		m.anim.
5834	pomoćnosť		f.
100	pomoćny		adj.
2229	pomogti	(+3)	v.intr. pf.
585	pomoŕsky		adj.
6089	pompa		f.
34502	pomrdati		#v.intr. pf.
14875	pomsta		f.
29461	pomyliti sę		v.refl. pf.
29460	pomyliti		v.tr. pf.
34475	pomyljeny		adj.
29458	pomylka		f.
20045	pomysl		m.
35854	pomysliti		v.tr. pf.
10904	ponad	(+5)	prep.
18309	pončik		m.
709	ponedělȯk		m.
33343	poněkde		adv.
33335	poněkȯgda, poněkȯgdy		adv.
35113	poněkoj		pron.indef.
35112	poněktory		pron.indef.
10909	poneže		conj.
23271	poni		m.anim.indecl.
34860	poniziti		v.tr. pf.
3144	poniž, poniže	(+2)	prep.
34861	ponižajųći		adj.
34858	ponižati		v.tr. ipf.
34859	ponižeńje		n.
14876	ponje		adv.
5961	ponovno		adv.
5963	ponovny		adj.
23265	ponožka		f.
36268	popaljenina		f.
1133	popel		m.sg.
10912	popelavy		adj.
34854	popelisty		adj.
36746	popeľnica		f.
5560	popiti	(popije)	v.tr. pf.
4243	popivati		v.tr. ipf.
37147	popkorn		m.
14877	poplava		f.
10916	poplaviti		v.tr. pf.
16315	poplavjati		v.tr. ipf.
34910	popluti	(poplove)	v.intr. pf.
10917	poplyvti		v.intr. pf.
23627	pop-muzika		f.
10918	popoldėnj		m.
10919	popoldėnno spańje		n.
10920	popoldėnny		adj.
10921	popȯlno		adv.
10922	popȯlnosť		f.
10923	popȯlny		adj.
281	popoludńje		n.
18311	popȯlzati		v.intr. ipf.
18313	popȯlzti		v.intr. pf.
1136	poprav	(+2)	prep.
21430	poprava		f.
4528	popraviti		v.tr. pf.
4527	popravjati		v.tr. ipf.
4529	popravjeńje		n.
10931	popravka		f.
4531	popravnosť		f.
4530	popravny		adj.
21018	poprěčnik		m.
21019	poprěčny		adj.
20046	poprědnji, poprědny		adj.
228	poprěk	(+2)	prep.
21021	poprěk		adv.
3428	poprěměnno		adv.
37411	poprěměnny		adj.
23311	poprobovati		v.tr. pf.
23901	poprositi		v.tr. pf.
4123	popŕśje		n.
21023	poprųga		f.
38069	popularizovati		v.tr. ipf./pf.
29944	popularnosť		f.
662	popularny		adj.
35342	populizm		m.sg.
23060	popustiti		v.tr. pf.
23059	popušćati		v.tr. ipf.
23421	popytka i dostavka		phrase
10937	pora spati		phrase
23353	poråbiti		v.tr. pf.
23352	poråbovati		v.tr. ipf.
14878	poraditi		v.tr. pf.
23029	porađati		v.tr. ipf.
23031	porađati		v.tr. ipf.
1135	poraniti		v.tr. pf.
18317	poranjeńje		n.
23903	poråsti	(poråste)	v.intr. pf.
18319	poråvniti		v.tr. pf.
3143	poraziti		v.tr. pf.
21431	poraziti		v.tr. pf.
20612	poråzuměti sę		v.refl. pf.
20613	poråzuměvati sę		v.refl. ipf.
5539	poražati		v.tr. ipf.
21433	poražka		f.
3783	porcija		f.
5198	poręd	(+2)	prep.
3145	porędȯk		m.
2360	porno		n.sg.
32060	pornografičny		adj.
32059	pornografija		f.
10946	porod		m.
23028	poroditi		v.tr. pf.
36627	poroditi		v.tr. pf.
36628	poroditi		v.tr. pf.
21434	porok		m.
14879	porota		f.
15472	porotnica		f.
15474	porotnik		m.anim.
14880	porotny		adj.
21777	port		m.
17008	portal		m.
23251	porter		m.
23253	portier		m.anim.
34757	portmone		n.indecl.
4793	portret		m.
16424	Portugalėc		m.anim.
979	Portugalija		f.sg.
16425	Portugalka		f.
1353	portugaľsky		adj.
18321	porųbati		v.tr. pf.
10961	porųčati sę		v.refl. ipf.
10960	porųčenėc		m.anim.
3440	porųčeńje		n.
10955	porųčeny		adj.
5849	porųčitelj		m.anim.
3649	porųčiteljstvo		n.
10959	porųčiti sę		v.refl. pf.
21436	porųčnik		m.anim.
21437	porušiti		v.tr. pf.
21438	poryv		m.
37178	poryv		m.
21439	posada		f.
34189	poscati sę		v.refl. pf.
1220	posěćati		v.tr. ipf.
18322	posěćeńje		n.
10965	posědańje		n.
16316	posědatelj		m.anim.
1138	posědati		v.tr. ipf.
10964	posědlivy		adj.
10963	posědnik		m.anim.
33241	posějati	(posěje)	v.tr. pf.
18323	posěkati		v.tr. pf.
18325	posěkti		v.tr. pf.
6058	poseljeńje		n.
17009	posesivny zaimennik		m.
21442	posěsti	(posěde)	v.tr. pf.
25756	posětitelj		m.anim.
1024	posětiti		v.tr. pf.
36794	poskųpiti sę		v.refl. pf.
21443	poslanėc		m.anim.
2133	poslańje		n.
2974	poslannik		m.anim.
1912	poslati	(pošlje)	v.tr. pf.
2058	poslě	(+2)	prep.
10975	poslě		adv.
18328	poslědica		f.
2323	poslědnji, poslědny		adj.
4139	poslědovatelj		m.anim.
10980	poslědovateljno		adv.
2333	poslědovateljny		adj.
34870	poslědovati		#v.tr. pf.
2327	poslědstvo		n.
18330	poslěporodny		adj.
10984	poslětręšeńje		n.
10968	poslizgnųti sę		v.refl. pf.
71	poslušati		v.tr. pf.
5032	poslušnosť		f.
5031	poslušny		adj.
17010	posluživati sę	(+5)	v.refl. ipf.
36509	posměšišče		n.
20615	#posmotriti		v.intr. pf.
34938	posmŕtno		adv.
34937	posmŕtny		adj.
3430	posȯl	(posla)	m.anim.
33027	posoliti		v.tr. pf.
33029	posoljeny		adj.
6019	posȯvětovati		v.tr. pf.
33225	pospati	(pospi)	v.intr. pf.
5914	pospěh		m.
3272	pospěšiti		v.intr. pf.
23814	pospěšno		adv.
37412	pospěšny		adj.
23056	posrany		adj.
29674	posrěbriti		v.tr. pf.
33384	posrěbrjati		v.tr. ipf.
33385	posrěbrjeny		adj.
3154	posrěd	(+2)	prep.
3257	posrědkovati		v.intr. ipf.
5172	posrědničstvo		n.sg.
1150	posrědnik		m.anim.
5091	posrědnje		adv.
487	posrědnji, posrědny		adj.
21449	posrědnji, posrědny		adj.
692	posrědstvom	(+2)	prep.
21745	postanavjati		v.tr. ipf.
21747	postanoviti		v.tr. pf.
21749	postanovjeńje		n.
21453	postarati sę		v.refl. pf.
21455	postarěti		v.intr. pf.
35001	postaviti pytańje		v.pf.
11008	postaviti		v.tr. pf.
16323	postaviti		v.tr. pf.
11009	postavjati		v.tr. ipf.
16320	postavjati		v.tr. ipf.
11010	postavjeńje		n.
16321	postavjeńje		n.
11013	postelina		f.
33443	posteliti		v.tr. pf.
11012	postelj		f.
15477	posteljny klop		m.anim.
21862	postigati		v.tr. ipf.
21864	postignųti		v.tr. pf.
33446	postlati	(postelje)	v.tr. pf.
21741	postojanno		adv.
20047	postojanny		adj.
35253	postojka		f.
5866	postrah		m.
21883	postrånny		adj.
21884	postrånny		adj.
23625	pȯstrųg		m.anim.
36464	postulat		m.
36465	postulovati		v.tr. ipf./pf.
21955	postųp		m.
21957	postųp		m.
4231	postųpańje		n.
21953	postųpati s	(+5)	v.ipf.
1471	postųpati		v.intr. ipf.
21954	postųpiti s	(+5)	v.pf.
3148	postųpiti		v.intr. pf.
1174	postųpka		f.
1154	postųpno		adv.
20051	postųpny		adj.
3527	posųda		f.
35478	posuvnik		m.
3070	posvęćati		v.tr. ipf.
35534	posvęćeńje		n.
18333	posvęćeny		adj.
22229	posvědčati		v.tr. ipf.
22227	posvědčiti		v.tr. pf.
35580	posvědčiti		v.intr. pf.
652	posvętiti		v.tr. pf.
1025	posylati		v.tr. ipf.
5751	posylka		f.
34896	poščęditi		v.tr. pf.
3259	poškoditi		v.intr. pf.
16326	poškođeńje		n.
11039	poškođeny		adj.
4642	pošta		f.
21024	poštaŕ		m.anim.
35400	poštny kod		m.
21025	poštny uręd		m.
35399	poštny		adj.
37387	poštova skrinka		f.
3869	pot		m.sg.
4240	potapjati		v.tr. ipf.
37201	potelefonovati		v.intr. pf.
29744	potėmněti		v.intr. pf.
3149	potencial		m.
4373	potenciaľny		adj.
4314	potěńje		n.
4313	potěti	(poti)	v.intr. ipf.
34871	potiti sę		v.refl. ipf.
22075	potok		m.
22077	potok		m.
3150	potom		adv.
3157	potomȯk		m.anim.
32729	potomstvo		n.sg.
3152	potop		m.
4241	potopiti		v.tr. pf.
18334	potrajati		v.intr. pf.
11056	potrěba		f.
29955	potrěbno		adv.
1296	potrěbny		adj.
1165	potrěbovati		v.tr. ipf.
34956	potręsati		v.tr. ipf.
3901	potręsti		v.tr. pf.
29956	potrohų		adv.
3151	potrvati		v.intr. pf.
121	potvŕditi		v.tr. pf.
1167	potvŕđati		v.tr. ipf.
6224	potvŕđeńje		n.
18346	potvŕđeny		adj.
16327	poučati		v.tr. ipf.
11064	poučeńje		n.
11063	poučiti		v.tr. pf.
18353	pouka		f.
6003	povaga		f.
36988	povaliti		v.tr. pf.
20052	považańje		n.sg.
616	považati		v.tr. ipf.
36108	považeny		adj.
3153	považiti		v.tr. pf.
36296	povědač		m.anim.
3870	povědati		v.tr. ipf.
20290	povedeńje		n.sg.
3871	pověděti	(pově)	v.tr. pf.
12478	povědka prěd spańjem		f.
3407	povědka		f.
2996	poveliteljny		adj.
22330	pověriti		v.tr. pf.
22332	pověriti		v.tr. pf.
22329	pověrjati		v.tr. ipf.
22331	pověrjati		v.tr. ipf.
22328	pověŕje		n.
22335	pověrjennik		m.anim.
22336	pověrjennik		m.anim.
11074	poveseliti sę		v.refl. pf.
34190	pověsiti		v.tr. pf.
22226	pověsť		f.
20053	povęzanosť		f.
37976	povęzati		v.tr. pf.
22194	povęzka		f.
37977	povęzyvati		v.tr. ipf.
5999	povinėn	(povinny, povinna, povinno)	adj.
18357	#povinno sę		phrase
29961	povinny		adj.
22539	povlåka		f.
35549	povlěkati za sobojų		v.tr. ipf.
35550	povlěkti za sobojų		v.tr. pf.
11075	povod		m.
36146	povodom	(+2)	prep.
29962	povoljno		adv.
33708	povoljny		adj.
29963	povoz		m.
3204	povraćati		v.ipf.
3202	povråt		m.
3205	povråtiti		v.pf.
4705	povråtiti		v.pf.
34874	povråtna informacija		f.
11076	povråtna klaviša		f.
11084	povråtna svęź		f.
22694	povråtny bilet		m.
22697	povråtny moment		m.
22695	povråtny		adj.
4706	povråtȯk		m.
18362	povråz		m.
5628	povrěmenno		adv.
37415	povrěmenny		adj.
614	povŕh	(+2)	prep.
18365	povŕhnja		f.
18366	povŕhnosť		f.
22568	povŕhny		adj.
22660	povŕnųti		v.tr. pf.
18367	povŕšina		f.
22659	povŕtati		v.tr. ipf.
22344	povsednji		adj.
11087	povstanėc		m.anim.
1460	povstańje		n.
11088	povstati	(povstane)	v.intr. pf.
34883	povstavati		v.intr. ipf.
2000	povtarjati		v.tr. ipf.
2305	povtoriti		v.tr. pf.
3809	povtorno		adv.
36626	povtorny		adj.
3687	povysiti		v.tr. pf.
5546	povyšati		v.tr. ipf.
1299	povyše	(+2)	prep.
11094	povyše		adv.
3686	povyšeńje		n.
11098	povyši		adj.
35417	poza		f.
14064	pozaďje		n.
5193	pozadu		adv.
23389	pozajęti	(pozajme)	v.tr. pf.
35631	pozajęto slovo		m.
22391	pozajmati		v.tr. ipf.
11102	pozastaviti		v.tr. pf.
11103	pozastavjeńje		n.
35479	pozautra		adv.
3359	pozdněje		adv.
11106	pozdnějši		adj.comp.
717	pozdno		adv.
2267	pozdny		adj.
18368	pozdråv		intj.
1226	pozdråviti		v.tr. pf.
1679	pozdravjati		v.tr. ipf.
11111	pozemny		adj.
1225	pozicija		f.
18371	pozirati (na)		v.intr. ipf.
36120	pozitivno čislo		n.
1415	pozitivny		adj.
32973	pozlaćati		v.tr. ipf.
32975	pozlåćeny		adj.
32976	pozlåta		f.
29798	pozlåtiti		v.tr. pf.
15480	poznanėc		m.anim.
35066	poznańje		n.
6324	poznati		v.tr. pf.
18376	poznati		v.tr. pf.
6323	poznavati		v.tr. ipf.
18377	poznavati		v.tr. ipf.
4381	#pozor		m.
11115	pozornosť		f.
29969	pozȯv		m.
34885	pozovati		v.intr. ipf.
20055	pozrěti (na)	(pozri)	v.intr. pf.
11121	pozvaljaje sę		phrase
11124	pozvaljati sobě		v.ipf.
3156	pozvaljati		v.tr. ipf.
18379	pozvańje		n.
36168	pozvati sę na	(+4)	v.refl. pf.
6194	pozvati v sųd	(pozȯve)	v.pf.
3155	pozvati	(pozȯve)	v.tr. pf.
11117	pozvolimy		adj.
11120	pozvoliti sobě		v.pf.
2946	pozvoliti		v.tr. pf.
3823	pozvoniti		v.pf.
36167	pozyvati sę na	(+4)	v.refl. ipf.
6193	pozyvati v sųd		v.tr. ipf.
20054	požaliti		v.tr. pf.
4173	požar		m.
4237	požarna služba		f.
15485	požarnik		m.anim.
11128	požarny		adj.
11129	požarogasnik		m.
2875	požędańje		n.
411	požędati		v.tr. pf.
11132	požędati		v.tr. pf.
35471	poželany		adj.
35470	poželati		v.tr. pf.
32984	požęti	(požne)	v.intr. pf.
36056	požiraľnik		m.
14913	požirańje		n.
11134	požirati		v.ipf.
11135	poživjeńje		n.
18378	požrěti		v.tr. pf.
3147	požrtvovati		v.tr. pf.
35501	pra-		prefix
11137	prababica		f.
11138	praca		f.
18380	pracodavėc		m.anim.
14917	pracovati		v.intr. ipf.
11141	pracovito		adv.
11142	pracovitosť		f.
11143	pracovity		adj.
11140	pracovnik		m.anim.
35152	pradavny		adj.
11145	pradědȯk		m.anim.
2073	pråg		m.
23519	Praga		f.sg.
3574	pråh		m.
35997	pråhosȯsaľnik		m.
20616	praindoevropejsky		adj.
20056	prajęzyk		m.
11147	praksa		f.
20057	praktično		adv.
35159	praktičnosť		f.
3146	praktičny		adj.
4079	praktika		f.
3957	praktikovati		v.tr. ipf.
21459	pralěs		m.
36107	praľna mašina		f.
35804	praotėc		m.anim.
3158	praroditelj		m.anim.
16345	pråsę		n.
1228	pråsętko		n.
4387	praslovjańsky		adj.
21027	prašćati sę		v.refl. ipf.
21026	prašćati		v.tr. ipf.
5273	pråšėk		m.
14919	pråšiti		v.ipf.
11146	pråšna burja		f.
32298	prati mozg	(+3)	phrase
32303	prati	(pere)	v.tr. ipf.
33937	pråti	(poŕe)	v.tr. ipf.
3159	pravda		f.
11154	pravdivo		adv.
11155	pravdivosť		f.
3307	pravdivy		adj.
11159	pravdopodobno		adv.
11161	pravdopodobnosť		f.
11162	pravdopodobny		adj.
18383	pravedny		adj.
1870	pravica		f.
37360	pravičaŕ		m.anim.
37362	pravičaŕsky		adj.
5211	praviľno		adv.
20059	praviľnosť		f.
20060	praviľny		adj.
21031	praviľny		adj.
3087	pravilo		n.
3077	praviti		v.tr. ipf.
37978	pravka		f.
11167	pravnik		m.anim.
37579	pravnučka		f.
3711	pravny		adj.
1826	pravo		n.
37979	pravomoćny		adj.
3163	pravopis		m.
11172	pravopisańje		n.
35024	pravopisėc		m.anim.
35025	pravopisny		adj.
32168	pravorųky		adj.
21034	pravoslavje		n.sg.
3088	pravoslavny		adj.
35697	pravosť		f.
35698	pravosť		f.
11175	pravosųďje		n.
11176	pravosųdnosť		f.
21035	pravověrny		adj.
11177	pravovųgȯľnik		m.
1164	pravy		adj.
21036	pravy		adj.
37361	pravy		adj.
22895	pravzor		m.
33552	pråzdničny		adj.
18389	pråzdnik		m.
35307	pråzdnina		f.
3248	pråzdnovati		v.tr. ipf.
5653	pråzdnověŕje		n.
5654	pråzdnověrny		adj.
16335	pråzdny		adj.
10492	pŕdak		m.
573	pŕděti	(pŕdi)	v.intr. ipf.
37468	prě-		prefix
3160	prěadresovati		v.tr. pf.
29977	preambula		f.
20617	prěběglik		m.anim.
5397	prěbudovati		v.tr. pf.
5398	prěbudovyvati		v.tr. ipf.
18390	prěbyvańje		n.
16812	prěbyvati		v.intr. ipf.
919	precedent		m.
35883	prěcěniti		v.tr. pf.
35882	prěcěnjati		v.tr. ipf.
11185	prěčęsto		adv.
20619	prěčiti		v.tr. ipf.
20620	prěčnik		m.
14921	prěd davnym časom		adv.
11195	prěd davnym vrěmenem		adv.
4097	prěd hviljejų		adv.
11200	prěd několiko dnjev		adv.
4379	prěd vsem		adv.
1200	prěd	(+5)	prep.
4935	prěd	(+4)	prep.
11189	prěd		m.
21038	prěd	(+5)	prep.
11202	prědańje		n.
1189	prědati	(prěda)	v.tr. pf.
3247	prědati	(prěda)	v.tr. pf.
35613	prědati	(prěda)	v.tr. pf.
36545	predator		m.anim.
1825	prědavati		v.tr. ipf.
3246	prědavati		v.tr. ipf.
35612	prědavati		v.tr. ipf.
35609	prědavnica		f.
35611	prědavničsky		adj.
35608	prědavnik		m.anim.
35610	prědavstvo		n.sg.
20621	prědběžny		adj.
11211	prědčasny		adj.
23807	prědčuťje		n.
23904	prědčuvati		v.tr. ipf.
37136	prědgovor		m.
11214	prědgråďje		n.
11216	prědgrådny		adj.
23608	prědhistoričny		adj.
1199	prědhistorija		f.
501	prědhoditi		v.tr. ipf.
35639	prědhodnik		m.anim.
14924	prědhodny		adj.
23439	prědigra		f.
36800	prědigra		f.
34891	predikat		m.
36370	predikat		m.
15491	prědimenovany		adj.
11219	prědki		m.pl.
11220	prědkladati		v.tr. ipf.
602	prědlagati		v.tr. ipf.
5955	prědlanji		adv.
1158	prědlog		m.
5122	prědložeńje		n.
35667	prědložitelj		m.anim.
1687	prědložiti		v.tr. pf.
11228	prědložlivy		adj.
17018	prědložnik		m.
3168	prědměsťje		n.
11231	prědměstny		adj.
3171	prědmet		m.
3329	prědmet		m.
11232	prědmet		m.
11235	prědmet		m.
18398	prědminųly		adj.
20061	prědnje		adv.
3639	prědnji, prědny		adj.
16836	prědnosť		f.
21041	prědnosť		f.
1578	prědȯjdti	(prědȯjde; prědšėl)	v.tr. pf.
3129	prědȯk		m.anim.
6146	prědoplatnik		m.anim.
21043	prědpis		m.
35310	prědpisati	(prědpiše)	v.tr. pf.
35309	prědpisyvati		v.tr. ipf.
5407	prědplaćati		v.intr. ipf.
5408	prědplatiti		v.intr. pf.
11241	prědpočitańje		n.
3787	prědpočitati		v.tr. ipf.
5324	prědpoklad		m.
3130	prědpokladati		v.tr. ipf.
20062	prědpolagati		v.tr. ipf.
11247	prědpoložeńje		n.
20065	prědpoložiteljno		adv.
37416	prědpoložiteljny		adj.
18400	prědpoložiti		v.tr. pf.
4305	prědposlědnji, prědposlědny		adj.
16759	#prědpostavjati		v.tr. ipf.
29984	prědpotopny		adj.
14926	prědpověď		f.
11250	prědpovědati		v.tr. ipf.
14927	prědpověděti	(prědpově)	v.tr. pf.
5164	prědprijėmstvo		n.
35201	prědprijęti	(prědprijme)	v.tr. pf.
35200	prědprijmati		v.tr. ipf.
15492	prědprimetny		adj.
17020	prědråstka		f.
3131	prědsědatelj		m.anim.
6292	prědsědateljstvo		n.sg.
11254	prědsědati		v.intr. ipf.
14928	prědsědnik		m.anim.
